45.187280000,-69.387840000,174.7,148.9,9.5591,153.29,
45.186850000,-69.387600000,169.5,158.5,9.6105,51.38,
45.183530000,-69.386610000,143.0,168.1,9.9875,377.08,
45.182150000,-69.386140000,136.7,166.5,10.1453,157.75,
45.179160000,-69.384800000,129.6,162.5,10.4939,348.59,
45.177070000,-69.383700000,126.3,159.6,10.7417,247.84,
45.176020000,-69.383080000,125.1,157.4,10.8682,126.46,
45.173950000,-69.382110000,122.4,161.7,11.1105,242.36,
45.171900000,-69.380940000,117.0,158.1,11.3562,245.69,
45.170600000,-69.380500000,117.0,166.6,11.5048,148.56,
45.170150000,-69.380470000,117.0,177.3,11.5548,50.07,
45.169940000,-69.380560000,117.0,196.8,11.5792,24.39,
45.169940000,-69.380560000,117.0,196.8,11.5792,0.00,
45.169940000,-69.379880000,116.4,90.0,11.6327,53.46,
45.169800000,-69.378960000,116.0,102.2,11.7067,73.98,
45.169230000,-69.376690000,116.0,109.6,11.8960,189.36,
45.168210000,-69.373200000,114.5,112.5,12.1929,296.86,
45.168110000,-69.372610000,116.0,103.5,12.2406,47.70,
45.168100000,-69.372120000,116.0,91.7,12.2791,38.54,
45.168150000,-69.371510000,117.4,83.4,12.3274,48.28,
45.168240000,-69.371060000,118.1,74.2,12.3642,36.76,
45.169810000,-69.365650000,126.5,67.6,12.8239,459.70,
45.170920000,-69.361200000,128.8,70.5,13.1948,370.94,
45.170920000,-69.361200000,128.8,70.5,13.1948,0.00,
45.170730000,-69.360970000,127.4,139.5,13.2226,27.80,
45.169460000,-69.360770000,117.3,173.7,13.3646,142.01,
45.168750000,-69.360370000,113.2,158.3,13.4496,84.94,
45.167070000,-69.358520000,132.5,142.2,13.6862,236.67,
45.166580000,-69.358140000,138.2,151.3,13.7484,62.11,
45.166180000,-69.357950000,140.3,161.5,13.7953,46.90,
45.165160000,-69.357620000,136.3,167.2,13.9115,116.29,
45.164600000,-69.357360000,135.9,161.9,13.9770,65.51,
45.157910000,-69.353920000,135.5,160.1,14.7682,791.16,
45.149820000,-69.349190000,166.8,157.6,15.7412,972.98,
45.148470000,-69.348450000,175.7,158.9,15.9021,160.92,
45.146610000,-69.347830000,179.8,166.8,16.1145,212.38,
45.121840000,-69.341100000,207.4,169.1,18.9177,2803.24,
45.120350000,-69.340620000,204.0,167.2,19.0876,169.84,
45.117240000,-69.339840000,210.3,170.0,19.4386,351.03,
45.101230000,-69.335340000,170.3,168.8,21.2528,1814.15,
45.100450000,-69.335200000,166.9,172.8,21.3401,87.38,
45.099840000,-69.335210000,169.7,180.7,21.4079,67.80,
45.099310000,-69.335290000,170.1,186.1,21.4672,59.24,
45.097740000,-69.335680000,170.9,189.9,21.6443,177.16,
45.097020000,-69.335800000,170.1,186.7,21.7249,80.57,
45.091350000,-69.336120000,165.8,182.3,22.3555,630.63,
45.089950000,-69.336350000,159.3,186.6,22.5122,156.64,
45.086190000,-69.337200000,137.3,189.1,22.9354,423.19,
45.085180000,-69.337310000,136.0,184.4,23.0479,112.58,
45.084310000,-69.337200000,134.0,174.9,23.1450,97.07,
45.075100000,-69.334700000,100.7,169.1,24.1873,1042.29,
45.072380000,-69.334730000,108.0,180.4,24.4896,302.29,
45.071390000,-69.334830000,109.0,184.1,24.5999,110.30,
45.065760000,-69.335610000,125.3,185.6,25.2286,628.69,
45.065000000,-69.335630000,129.0,181.1,25.3131,84.48,
45.064480000,-69.335550000,132.7,173.8,25.3712,58.13,
45.064010000,-69.335430000,136.1,169.8,25.4243,53.08,
45.063440000,-69.335200000,140.5,164.1,25.4902,65.89,
45.062860000,-69.334870000,144.9,158.1,25.5597,69.50,
45.062170000,-69.334350000,151.3,152.0,25.6466,86.93,
45.061610000,-69.333760000,155.1,143.3,25.7243,77.67,
45.056470000,-69.327000000,186.9,137.1,26.5052,780.90,
45.054890000,-69.324820000,196.4,135.7,26.7508,245.60,
45.052530000,-69.321420000,214.9,134.5,27.1256,374.86,
45.050880000,-69.319130000,212.0,135.6,27.3829,257.23,
45.049520000,-69.317370000,199.8,137.6,27.5880,205.10,
45.048630000,-69.316850000,194.1,157.6,27.6950,107.06,
45.044210000,-69.314860000,168.6,162.4,28.2106,515.62,
45.043800000,-69.314610000,167.3,156.7,28.2603,49.64,
45.043450000,-69.314330000,164.6,150.5,28.3050,44.72,
45.042910000,-69.313720000,159.1,141.4,28.3819,76.88,
45.042720000,-69.313460000,157.3,136.0,28.4113,29.42,
45.041190000,-69.310810000,146.2,129.3,28.6806,269.27,
45.039540000,-69.307870000,134.7,128.5,28.9760,295.44,
45.038560000,-69.305700000,134.4,122.6,29.1787,202.72,
45.038100000,-69.304810000,134.5,126.2,29.2655,86.78,
45.036680000,-69.302730000,134.4,134.0,29.4930,227.52,
45.035250000,-69.300440000,133.7,131.5,29.7335,240.45,
45.034930000,-69.299660000,132.7,120.1,29.8045,71.01,
45.034500000,-69.298060000,132.2,110.8,29.9393,134.83,
45.034290000,-69.297690000,132.0,128.8,29.9767,37.35,
45.033970000,-69.297270000,131.6,137.2,30.0252,48.58,
45.033010000,-69.296390000,132.2,147.1,30.1525,127.24,
45.032670000,-69.296010000,134.8,141.7,30.2007,48.21,
45.032340000,-69.295490000,138.0,131.9,30.2557,54.99,
45.031640000,-69.294140000,141.4,126.3,30.3875,131.79,
45.031150000,-69.293420000,141.2,133.9,30.4661,78.64,
45.030510000,-69.292730000,139.0,142.7,30.5557,89.53,
45.028810000,-69.291260000,134.3,148.6,30.7773,221.61,
45.028410000,-69.290900000,135.0,147.5,30.8300,52.73,
45.027790000,-69.290220000,134.7,142.2,30.9173,87.29,
45.027000000,-69.289520000,135.1,147.9,31.0210,103.69,
45.026610000,-69.288680000,131.8,123.3,31.1001,79.13,
45.026610000,-69.288680000,131.8,123.3,31.1001,0.00,
45.024690000,-69.289720000,129.0,200.9,31.3287,228.58,
45.024220000,-69.289940000,126.3,198.3,31.3837,55.03,
45.024030000,-69.289940000,125.7,180.0,31.4048,21.12,
45.024030000,-69.289940000,125.7,180.0,31.4048,0.00,
45.023360000,-69.289850000,124.6,174.6,31.4796,74.80,
45.023040000,-69.289870000,123.9,182.5,31.5152,35.60,
45.019900000,-69.290430000,114.4,187.2,31.8670,351.74,
45.018580000,-69.290310000,111.6,176.3,32.0140,147.00,
45.015360000,-69.289880000,103.3,174.6,32.3734,359.45,
45.013910000,-69.289260000,102.1,163.2,32.5418,168.39,
45.013680000,-69.289130000,101.5,158.2,32.5693,27.54,
45.013430000,-69.288900000,101.6,147.0,32.6025,33.18,
45.013180000,-69.288520000,99.7,132.9,32.6434,40.86,
45.011840000,-69.286210000,89.6,129.4,32.8786,235.23,
45.011250000,-69.285310000,88.0,132.8,32.9752,96.61,
45.010780000,-69.284670000,90.0,136.1,33.0478,72.62,
45.010780000,-69.284670000,90.0,136.1,33.0478,0.00,
45.010020000,-69.283920000,89.9,145.1,33.1509,103.10,
45.009240000,-69.283330000,89.0,151.9,33.2493,98.37,
45.008510000,-69.282960000,89.0,160.3,33.3355,86.21,
45.007800000,-69.282720000,89.0,166.6,33.4166,81.14,
45.007300000,-69.282620000,89.0,172.0,33.4728,56.12,
45.006770000,-69.282590000,89.0,177.7,33.5317,58.95,
45.004770000,-69.282750000,89.0,183.2,33.7543,222.62,
45.003750000,-69.282700000,90.5,178.0,33.8678,113.42,
45.003220000,-69.282600000,91.8,172.4,33.9272,59.43,
44.994220000,-69.280270000,106.0,169.6,34.9441,1016.92,
44.984770000,-69.279430000,125.0,176.4,35.9964,1052.28,
44.981780000,-69.278660000,122.3,169.7,36.3342,337.79,
44.978670000,-69.278150000,111.9,173.4,36.6821,347.95,
44.972970000,-69.276800000,99.5,170.5,37.3245,642.34,
44.970180000,-69.275970000,95.6,168.1,37.6414,316.89,
44.969080000,-69.275460000,94.5,161.8,37.7701,128.69,
44.968480000,-69.275030000,92.6,153.1,37.8449,74.81,
44.967770000,-69.274420000,90.0,148.7,37.9373,92.42,
44.961060000,-69.268420000,91.9,147.7,38.8205,883.25,
44.959670000,-69.266960000,91.0,143.4,39.0132,192.70,
44.958990000,-69.266140000,93.9,139.5,39.1127,99.48,
44.956450000,-69.263280000,95.0,141.5,39.4741,361.39,
44.956130000,-69.262790000,96.0,132.7,39.5266,52.53,
44.955640000,-69.261870000,97.6,127.0,39.6174,90.75,
44.953410000,-69.256860000,105.8,122.2,40.0840,466.59,
44.949930000,-69.249290000,91.0,123.0,40.7956,711.63,
44.949460000,-69.248410000,91.0,127.0,40.8825,86.90,
44.948820000,-69.247600000,87.8,138.1,40.9781,95.63,
44.948360000,-69.247180000,86.2,147.1,41.0391,60.93,
44.948040000,-69.246960000,85.0,154.1,41.0786,39.57,
44.947400000,-69.246610000,83.7,158.8,41.1549,76.30,
44.947140000,-69.246510000,83.4,164.8,41.1849,29.95,
44.946630000,-69.246390000,82.0,170.5,41.2423,57.46,
44.946180000,-69.246360000,81.9,177.3,41.2924,50.06,
44.945400000,-69.246410000,78.4,182.6,41.3792,86.77,
44.942130000,-69.247680000,76.0,195.4,41.7561,376.97,
44.938320000,-69.248620000,71.0,189.9,42.1860,429.86,
44.937490000,-69.248920000,73.1,194.4,42.2812,95.23,
44.936470000,-69.249530000,79.3,202.9,42.4044,123.16,
44.924940000,-69.257490000,75.8,206.1,43.8315,1427.12,
44.922350000,-69.259210000,68.5,205.2,44.1498,318.25,
44.922070000,-69.259430000,68.0,209.1,44.1854,35.64,
44.921550000,-69.260040000,67.6,219.7,44.2606,75.23,
44.921160000,-69.260340000,67.0,208.6,44.3100,49.39,
44.920910000,-69.260480000,66.3,201.6,44.3399,29.90,
44.919570000,-69.260970000,69.3,194.5,44.4938,153.86,
44.917910000,-69.262000000,72.1,203.7,44.6954,201.61,
44.916260000,-69.262890000,75.4,200.9,44.8918,196.37,
44.911870000,-69.264820000,70.7,197.3,45.4029,511.11,
44.910800000,-69.265200000,75.8,194.1,45.5255,122.64,
44.910060000,-69.265280000,78.8,184.4,45.6080,82.48,
44.909730000,-69.265260000,79.9,177.5,45.6447,36.71,
44.909110000,-69.265160000,80.8,173.5,45.7140,69.35,
44.906370000,-69.264340000,79.6,168.0,46.0253,311.31,
44.905620000,-69.264190000,80.0,171.9,46.1095,84.19,
44.905130000,-69.264210000,79.2,181.7,46.1640,54.48,
44.904730000,-69.264300000,79.5,189.1,46.2090,45.02,
44.903750000,-69.264770000,79.2,198.8,46.3241,115.06,
44.901650000,-69.265870000,76.0,200.4,46.5731,249.02,
44.900870000,-69.266340000,73.8,203.1,46.6674,94.30,
44.895580000,-69.270050000,71.1,206.4,47.3243,656.86,
44.881020000,-69.280440000,83.9,206.8,49.1386,1814.33,
44.880020000,-69.281070000,89.7,204.1,49.2604,121.77,
44.879050000,-69.281520000,94.8,198.2,49.3739,113.51,
44.878080000,-69.281820000,97.9,192.4,49.4842,110.37,
44.876560000,-69.282110000,106.2,187.7,49.6547,170.46,
44.862370000,-69.284460000,100.6,186.7,51.2425,1587.82,
44.860860000,-69.284570000,98.6,183.0,51.4106,168.03,
44.860230000,-69.284550000,96.9,178.7,51.4806,70.03,
44.859290000,-69.284400000,94.3,173.5,51.5857,105.13,
44.853130000,-69.282730000,79.3,169.1,52.2829,697.17,
44.852040000,-69.282480000,79.5,170.8,52.4056,122.73,
44.844410000,-69.281360000,75.9,174.1,53.2581,852.52,
44.843610000,-69.281180000,76.0,170.9,53.3482,90.03,
44.842270000,-69.280780000,66.3,168.0,53.5004,152.23,
44.841650000,-69.280710000,62.6,175.4,53.5695,69.12,
44.840960000,-69.280860000,64.0,188.8,53.6471,77.59,
44.840450000,-69.281120000,64.0,199.9,53.7074,60.29,
44.839970000,-69.281510000,63.9,209.9,53.7690,61.61,
44.839620000,-69.281890000,64.0,217.6,53.8182,49.15,
44.837300000,-69.284870000,66.0,222.3,54.1674,349.27,
44.837050000,-69.285320000,66.0,231.9,54.2126,45.14,
44.837050000,-69.285320000,66.0,231.9,54.2126,0.00,
44.836760000,-69.286240000,66.0,246.0,54.2921,79.56,
44.835880000,-69.288660000,66.0,242.9,54.5070,214.89,
44.835570000,-69.289410000,66.9,239.8,54.5756,68.58,
44.835140000,-69.290270000,69.5,234.8,54.6587,83.11,
44.835140000,-69.290270000,69.5,234.8,54.6587,0.00,
44.835170000,-69.290390000,69.2,289.4,54.6688,10.06,
44.834950000,-69.291150000,69.2,247.8,54.7337,64.88,
44.834860000,-69.291640000,69.0,255.5,54.7737,40.02,
44.834810000,-69.292210000,69.0,262.9,54.8191,45.41,
44.834830000,-69.292800000,68.0,272.7,54.8658,46.71,
44.834940000,-69.293500000,67.9,282.5,54.9225,56.68,
44.835650000,-69.296320000,69.0,289.5,55.1590,236.53,
44.835990000,-69.298060000,69.0,285.4,55.3017,142.68,
44.836210000,-69.299730000,70.7,280.5,55.4360,134.29,
44.836310000,-69.301120000,74.4,275.8,55.5465,110.47,
44.836330000,-69.302150000,74.9,271.6,55.6279,81.47,
44.836280000,-69.303900000,77.0,267.7,55.7664,138.49,
44.836170000,-69.305100000,78.9,262.6,55.8621,95.67,
44.836000000,-69.306290000,81.1,258.6,55.9581,95.97,
44.835570000,-69.308400000,85.2,254.0,56.1316,173.55,
44.835010000,-69.310230000,88.0,246.7,56.2891,157.52,
44.834560000,-69.311440000,89.0,242.3,56.3971,107.96,
44.834020000,-69.312620000,91.8,237.2,56.5080,110.94,
44.833430000,-69.313750000,93.3,233.6,56.6189,110.83,
44.832940000,-69.314550000,93.4,229.2,56.7023,83.47,
44.818500000,-69.335230000,92.6,225.5,58.9936,2291.26,
44.817570000,-69.336730000,89.3,228.8,59.1509,157.35,
44.816890000,-69.337970000,84.6,232.3,59.2747,123.82,
44.816320000,-69.339120000,79.8,235.1,59.3856,110.84,
44.815550000,-69.340810000,82.0,237.3,59.5443,158.72,
44.814630000,-69.343200000,82.6,241.5,59.7592,214.92,
44.807540000,-69.365220000,71.0,245.6,61.6710,1911.81,
44.806960000,-69.367220000,70.9,247.8,61.8419,170.85,
44.806350000,-69.369710000,72.2,251.0,62.0502,208.33,
44.805760000,-69.372580000,91.4,253.8,62.2865,236.33,
44.803340000,-69.386060000,75.0,255.8,63.3864,1099.85,
44.803070000,-69.387380000,72.0,253.9,63.4950,108.66,
44.802770000,-69.388480000,72.0,249.0,63.5882,93.20,
44.802330000,-69.389830000,69.2,245.3,63.7057,117.47,
44.801840000,-69.391100000,65.0,241.5,63.8200,114.29,
44.801170000,-69.392410000,72.0,234.2,63.9476,127.62,
44.800170000,-69.394050000,73.0,229.3,64.1185,170.84,
44.799440000,-69.395020000,75.0,223.3,64.2301,111.67,
44.798470000,-69.396090000,72.6,218.1,64.3672,137.07,
44.797470000,-69.397000000,72.0,212.9,64.4996,132.41,
44.796500000,-69.397710000,72.0,207.4,64.6212,121.55,
44.780780000,-69.406670000,54.0,202.0,66.5065,1885.34,
44.778640000,-69.407660000,57.0,198.2,66.7569,250.39,
44.768440000,-69.411640000,83.4,195.5,67.9334,1176.47,
44.767460000,-69.412100000,84.5,198.4,68.0482,114.83,
44.766590000,-69.412600000,85.0,202.2,68.1527,104.47,
44.715640000,-69.447030000,78.5,205.7,74.4370,6284.36,
44.713850000,-69.448310000,75.2,206.9,74.6603,223.28,
44.712050000,-69.449710000,72.0,208.9,74.8890,228.73,
44.710820000,-69.450760000,69.0,211.2,75.0490,160.02,
44.709340000,-69.452110000,65.3,213.0,75.2452,196.20,
44.708000000,-69.453430000,66.0,215.0,75.4272,181.98,
44.695230000,-69.467110000,73.0,217.3,77.2131,1785.86,
44.693150000,-69.469150000,74.0,214.9,77.4952,282.09,
44.690510000,-69.471440000,73.2,211.7,77.8402,344.99,
44.670020000,-69.488490000,72.4,210.6,80.4882,2648.00,
44.668690000,-69.489700000,71.3,212.9,80.6644,176.21,
44.667400000,-69.491010000,69.0,215.8,80.8414,177.04,
44.666250000,-69.492290000,69.0,218.4,81.0046,163.20,
44.664710000,-69.494210000,65.9,221.6,81.2337,229.07,
44.663300000,-69.496240000,60.0,225.7,81.4583,224.65,
44.649880000,-69.516750000,51.4,227.4,83.6652,2206.89,
44.648850000,-69.518250000,53.0,226.0,83.8303,165.10,
44.647450000,-69.520140000,52.7,223.8,84.0464,216.06,
44.646080000,-69.521850000,48.0,221.6,84.2503,203.91,
44.644140000,-69.524060000,46.0,219.0,84.5282,277.87,
44.631800000,-69.536830000,60.8,216.4,86.2332,1704.98,
44.630100000,-69.538810000,61.0,219.7,86.4789,245.71,
44.628570000,-69.540860000,61.0,223.6,86.7142,235.31,
44.627730000,-69.542110000,61.0,226.6,86.8504,136.21,
44.625240000,-69.546000000,64.7,228.0,87.2649,414.56,
44.605350000,-69.577430000,47.1,228.4,90.5979,3332.97,
44.604530000,-69.578790000,42.8,229.7,90.7392,141.28,
44.603640000,-69.580610000,44.4,235.5,90.9143,175.09,
44.603100000,-69.582050000,40.4,242.2,91.0434,129.11,
44.602550000,-69.583970000,38.2,248.1,91.2076,164.22,
44.602280000,-69.585300000,38.4,254.1,91.3174,109.77,
44.602140000,-69.586190000,35.1,257.5,91.3897,72.35,
44.601990000,-69.587910000,27.8,263.0,91.5273,137.57,
44.601830000,-69.598260000,35.7,268.8,92.3492,821.89,
44.601670000,-69.600540000,40.9,264.4,92.5311,181.88,
44.601380000,-69.602470000,46.8,258.1,92.6877,156.58,
44.600960000,-69.604480000,56.1,253.6,92.8539,166.26,
44.600320000,-69.606610000,58.1,247.1,93.0374,183.45,
44.599660000,-69.608310000,59.8,241.4,93.1910,153.61,
44.598640000,-69.610440000,57.1,236.1,93.3946,203.58,
44.597600000,-69.612190000,51.1,230.2,93.5753,180.72,
44.596990000,-69.613070000,50.8,225.8,93.6726,97.35,
44.595970000,-69.614290000,51.7,220.4,93.8217,149.10,
44.595160000,-69.615150000,53.1,217.1,93.9347,112.98,
44.591820000,-69.618090000,56.7,212.1,94.3732,438.46,
44.588210000,-69.621110000,58.0,210.8,94.8405,467.37,
44.576710000,-69.630970000,60.0,211.4,96.3393,1498.75,
44.575990000,-69.631680000,60.0,215.1,96.4372,97.89,
44.575240000,-69.632570000,56.8,220.2,96.5465,109.28,
44.574620000,-69.633440000,56.4,225.0,96.6440,97.58,
44.574120000,-69.634260000,56.7,229.4,96.7297,85.61,
44.573440000,-69.635620000,56.5,234.9,96.8615,131.83,
44.573050000,-69.636580000,56.7,240.3,96.9492,87.71,
44.572700000,-69.637650000,56.6,245.3,97.0427,93.47,
44.572440000,-69.638640000,62.6,249.8,97.1264,83.78,
44.572260000,-69.639490000,64.3,253.4,97.1969,70.42,
44.572000000,-69.641330000,65.8,258.8,97.3458,148.98,
44.571920000,-69.642540000,68.0,264.7,97.4424,96.52,
44.571880000,-69.643980000,68.7,267.8,97.5568,114.47,
44.571670000,-69.657530000,52.2,268.8,98.6334,1076.56,
44.571550000,-69.659060000,55.4,263.7,98.7556,122.26,
44.571260000,-69.660870000,55.9,257.3,98.9030,147.34,
44.571020000,-69.661890000,58.1,251.7,98.9883,85.30,
44.570570000,-69.663290000,59.9,245.7,99.1102,121.93,
44.570090000,-69.664470000,61.2,240.3,99.2181,107.85,
44.569760000,-69.665140000,62.5,235.3,99.2827,64.63,
44.568960000,-69.666480000,68.2,230.0,99.4214,138.68,
44.568270000,-69.667440000,71.4,224.7,99.5295,108.14,
44.567680000,-69.668140000,73.1,220.2,99.6155,85.97,
44.566700000,-69.669100000,75.9,214.9,99.7484,132.95,
44.565930000,-69.669700000,78.9,209.0,99.8464,97.94,
44.564860000,-69.670370000,80.3,204.0,99.9766,130.27,
44.556210000,-69.675280000,103.0,202.0,101.0140,1037.35,
44.554570000,-69.676120000,106.3,200.1,101.2081,194.08,
44.552610000,-69.677010000,106.0,197.9,101.4371,228.99,
44.546070000,-69.679690000,106.0,196.3,102.1944,757.30,
44.544300000,-69.680590000,103.0,199.9,102.4037,209.29,
44.542640000,-69.681590000,102.7,203.2,102.6045,200.85,
44.541020000,-69.682720000,100.8,206.4,102.8057,201.18,
44.539510000,-69.683930000,100.1,209.7,102.9991,193.40,
44.523130000,-69.697930000,75.3,211.4,105.1325,2133.41,
44.521800000,-69.698910000,73.4,207.7,105.2996,167.07,
44.519850000,-69.700160000,72.2,204.6,105.5380,238.39,
44.518900000,-69.700680000,70.0,201.3,105.6513,113.37,
44.517060000,-69.701580000,69.1,199.2,105.8680,216.62,
44.515210000,-69.702280000,68.3,195.1,106.0809,212.98,
44.513870000,-69.702690000,66.0,192.3,106.2334,152.43,
44.512450000,-69.703020000,66.0,189.4,106.3933,159.96,
44.511020000,-69.703270000,64.8,187.1,106.5535,160.14,
44.484890000,-69.706260000,47.1,184.7,109.4668,2913.34,
44.482820000,-69.706530000,49.5,185.3,109.6978,231.02,
44.481530000,-69.706780000,51.0,187.9,109.8426,144.72,
44.479960000,-69.707170000,54.0,190.1,110.0198,177.20,
44.460240000,-69.713110000,70.0,192.1,112.2615,2241.71,
44.458790000,-69.713640000,71.9,194.6,112.4280,166.56,
44.457720000,-69.714080000,70.3,196.4,112.5520,123.95,
44.456470000,-69.714690000,67.2,199.2,112.6991,147.14,
44.454620000,-69.715730000,64.3,201.9,112.9207,221.61,
44.453570000,-69.716410000,62.1,204.8,113.0493,128.62,
44.452190000,-69.717410000,61.6,207.4,113.2221,172.77,
44.426760000,-69.737920000,71.7,209.9,116.4857,3263.64,
44.424630000,-69.739600000,73.2,209.4,116.7576,271.88,
44.423020000,-69.740730000,77.6,206.6,116.9579,200.26,
44.421530000,-69.741620000,78.0,203.1,117.1380,180.10,
44.402180000,-69.752130000,83.5,201.2,119.4454,2307.38,
44.399640000,-69.753600000,83.0,202.5,119.7509,305.58,
44.385720000,-69.763280000,80.9,206.4,121.4794,1728.41,
44.384090000,-69.764600000,81.1,210.1,121.6888,209.45,
44.378320000,-69.769640000,85.7,212.0,122.4454,756.57,
44.376310000,-69.771150000,77.1,208.2,122.6991,253.71,
44.375000000,-69.771990000,74.0,204.6,122.8593,160.22,
44.373080000,-69.773060000,75.9,201.7,123.0891,229.76,
44.354970000,-69.782140000,75.3,199.7,125.2277,2138.58,
44.353560000,-69.782920000,80.7,201.6,125.3962,168.57,
44.352810000,-69.783490000,82.2,208.5,125.4911,94.92,
44.351840000,-69.784470000,87.7,215.8,125.6243,133.13,
44.351420000,-69.784990000,88.3,221.5,125.6867,62.43,
44.350910000,-69.785770000,88.0,227.6,125.7708,84.14,
44.343380000,-69.799850000,67.1,233.2,127.1710,1400.20,
44.342260000,-69.801680000,64.8,229.4,127.3628,191.79,
44.340920000,-69.803660000,60.5,226.6,127.5799,217.03,
44.336910000,-69.809130000,50.9,224.3,128.2034,623.57,
44.336090000,-69.810140000,56.9,221.4,128.3250,121.62,
44.335320000,-69.810970000,60.4,217.6,128.4332,108.18,
44.334230000,-69.811980000,60.6,213.5,128.5787,145.46,
44.332970000,-69.812930000,63.0,208.3,128.7379,159.20,
44.332000000,-69.813540000,63.0,204.2,128.8561,118.26,
44.330760000,-69.814160000,63.3,199.7,129.0025,146.39,
44.329890000,-69.814500000,66.4,195.6,129.1029,100.40,
44.328650000,-69.814860000,65.6,191.7,129.2437,140.75,
44.327590000,-69.815060000,64.6,187.7,129.3625,118.86,
44.326900000,-69.815120000,63.8,183.6,129.4394,76.82,
44.325290000,-69.815140000,62.1,180.5,129.6183,178.91,
44.324380000,-69.815030000,60.7,175.1,129.7198,101.50,
44.323100000,-69.814770000,62.2,171.7,129.8635,143.74,
44.322290000,-69.814520000,62.5,167.5,129.9557,92.19,
44.321290000,-69.814120000,61.8,164.0,130.0713,115.61,
44.310800000,-69.808950000,71.0,160.6,131.3078,1236.45,
44.308910000,-69.808300000,71.0,166.2,131.5241,216.32,
44.307610000,-69.808060000,71.0,172.5,131.6698,145.72,
44.283610000,-69.806730000,78.3,177.7,134.3387,2668.94,
44.276710000,-69.806370000,60.0,177.9,135.1060,767.25,
44.275420000,-69.806380000,61.5,180.3,135.2493,143.34,
44.239050000,-69.807960000,63.2,181.8,139.2926,4043.30,
44.237800000,-69.808110000,63.0,184.9,139.4321,139.41,
44.236850000,-69.808300000,63.0,188.2,139.5387,106.65,
44.235910000,-69.808580000,63.0,192.0,139.6455,106.82,
